#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,_result,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-22T09:00:00Z,7.655,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-22T10:00:00Z,7.508333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-22T11:00:00Z,7.565,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-22T12:00:00Z,7.675,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-22T13:00:00Z,7.731666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-22T14:00:00Z,7.535,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-22T15:00:00Z,7.763333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-23T06:00:00Z,8.3,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-23T11:00:00Z,7.125,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-23T12:00:00Z,7.673333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-23T13:00:00Z,7.858333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-23T14:00:00Z,7.870000000000001,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-23T15:00:00Z,7.753333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T06:00:00Z,7.685,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T07:00:00Z,7.811666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T08:00:00Z,7.81,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T09:00:00Z,7.366666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T11:00:00Z,7.68,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T12:00:00Z,7.926666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T13:00:00Z,7.888333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T14:00:00Z,7.586666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-24T15:00:00Z,7.755,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T06:00:00Z,7.683333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T07:00:00Z,7.761666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T08:00:00Z,7.841666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T09:00:00Z,7.621666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T10:00:00Z,7.77,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T11:00:00Z,7.516666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T12:00:00Z,7.655,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T13:00:00Z,7.78,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T14:00:00Z,7.675,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T15:00:00Z,7.77,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T16:00:00Z,7.643333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T17:00:00Z,7.898333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T18:00:00Z,7.984999999999999,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T19:00:00Z,7.896666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T20:00:00Z,8.035,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T21:00:00Z,7.614999999999999,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T22:00:00Z,7.956666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-27T23:00:00Z,7.868333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T00:00:00Z,7.878333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T01:00:00Z,7.956666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T02:00:00Z,7.878333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T03:00:00Z,7.906666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T04:00:00Z,8.093333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T05:00:00Z,7.703333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T06:00:00Z,7.721666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T07:00:00Z,7.466666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T08:00:00Z,7.0183333333333335,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T09:00:00Z,7.468333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T10:00:00Z,7.701666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T11:00:00Z,7.488333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T12:00:00Z,7.625,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T13:00:00Z,7.1975,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T14:00:00Z,7.342,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T15:00:00Z,7.39,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T16:00:00Z,7.761666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T17:00:00Z,7.87,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T18:00:00Z,7.976666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T19:00:00Z,7.791666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T20:00:00Z,7.781666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T21:00:00Z,7.733333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T22:00:00Z,7.995,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-28T23:00:00Z,7.743333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T00:00:00Z,7.995000000000001,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T01:00:00Z,7.723333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T02:00:00Z,7.895,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T03:00:00Z,7.899999999999999,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T04:00:00Z,7.741666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T05:00:00Z,7.946666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T06:00:00Z,7.781666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T07:00:00Z,7.78,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T08:00:00Z,7.683333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T09:00:00Z,7.458333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T10:00:00Z,7.35,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T11:00:00Z,7.848333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T12:00:00Z,7.789999999999999,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T13:00:00Z,7.986666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T14:00:00Z,7.771666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T15:00:00Z,7.685,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T16:00:00Z,7.751666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T17:00:00Z,7.79,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T18:00:00Z,7.84,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T19:00:00Z,7.830000000000001,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T20:00:00Z,7.771666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T21:00:00Z,7.778333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T22:00:00Z,7.878333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-29T23:00:00Z,7.801666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T00:00:00Z,7.781666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T01:00:00Z,7.87,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T02:00:00Z,7.878333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T03:00:00Z,7.801666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T04:00:00Z,7.898333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T05:00:00Z,7.82,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T07:00:00Z,7.890000000000001,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T08:00:00Z,8.016666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T09:00:00Z,7.753333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T10:00:00Z,7.721666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T11:00:00Z,8.093333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T12:00:00Z,7.788333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T13:00:00Z,7.754,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T15:00:00Z,7.898333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T16:00:00Z,7.948333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T17:00:00Z,7.876666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T18:00:00Z,7.973333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T19:00:00Z,7.838333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T20:00:00Z,7.723333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T21:00:00Z,7.78,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T22:00:00Z,7.85,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-30T23:00:00Z,7.778333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T00:00:00Z,7.908333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T01:00:00Z,7.77,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T02:00:00Z,7.789999999999999,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T03:00:00Z,7.664999999999999,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T04:00:00Z,7.811666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T05:00:00Z,7.975,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T06:00:00Z,7.952,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T07:00:00Z,7.01,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T11:00:00Z,7.956666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T12:00:00Z,7.760000000000001,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T13:00:00Z,7.9175,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T14:00:00Z,7.734999999999999,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T15:00:00Z,7.761666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T16:00:00Z,7.543333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T17:00:00Z,7.938333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-08-31T18:00:00Z,7.708,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T07:00:00Z,7.595,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T08:00:00Z,7.655,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T09:00:00Z,7.77,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T10:00:00Z,7.9475,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T11:00:00Z,7.8425,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T12:00:00Z,7.859999999999999,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T13:00:00Z,7.771666666666666,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T14:00:00Z,7.868333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T15:00:00Z,7.890000000000001,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T16:00:00Z,7.77,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T17:00:00Z,7.86,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T18:00:00Z,7.926666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T19:00:00Z,7.898333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T20:00:00Z,7.595,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T21:00:00Z,8.121666666666668,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T22:00:00Z,8.015,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-01T23:00:00Z,7.683333333333334,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-02T00:00:00Z,7.721666666666667,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-02T01:00:00Z,7.858333333333333,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-02T02:00:00Z,7.86,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-02T08:00:00Z,8.15,item_1,Measurements
,,0,2000-06-01T08:18:06Z,2023-07-31T09:18:06Z,2018-09-02T09:00:00Z,7.908333333333334,item_1,Measurements
